STT,MaHP,TenHP,SoTinChi,HocKy,NamHoc,MaLop,LichHoc,MaGV,GiangVien,MaKhoa,NgayBatDau,NgayKetThuc
1187,C23205103,Thực hành cơ sở chuyên ngành VL,3,2,2023-2024,VL01,T4(6-8)-P.cs2:B203,GV1101,TS. Hồ Nhật Cường,VL,2023-01-15,2024-05-30
1188,C23205104,Ứng dụng chuyên ngành VL,3,2,2023-2024,VL01,T5(6-8)-P.cs2:B204,GV1102,ThS. Ngô Thị Dung,VL,2023-01-15,2024-05-30
1189,C23205105,Seminar học thuật VL,2,2,2023-2024,VL01,T6(6-7)-P.cs2:B205,GV0101,TS. Lê Anh Hải,VL,2023-01-15,2024-05-30
1190,C23205106,Dự án học phần VL,2,2,2023-2024,VL01,T7(6-7)-P.cs2:B206,GV0102,ThS. Phạm Phương Hà,VL,2023-01-15,2024-05-30
1191,C23205201,Cơ sở ngành chuyên sâu VL,4,2,2023-2024,VL02,T2(6-9)-P.cs2:B201,GV0201,TS. Phạm Hữu Nam,VL,2023-01-15,2024-05-30
1192,C23205202,Phương pháp nghiên cứu chuyên ngành VL,3,2,2023-2024,VL02,T3(6-8)-P.cs2:B202,GV0202,ThS. Hoàng Bảo Lan,VL,2023-01-15,2024-05-30
1193,C23205203,Thực hành cơ sở chuyên ngành VL,3,2,2023-2024,VL02,T4(6-8)-P.cs2:B203,GV0301,TS. Hoàng Tuấn Sơn,VL,2023-01-15,2024-05-30
1194,C23205204,Ứng dụng chuyên ngành VL,3,2,2023-2024,VL02,T5(6-8)-P.cs2:B204,GV0302,ThS. Huỳnh Mỹ My,VL,2023-01-15,2024-05-30
1195,C23205205,Seminar học thuật VL,2,2,2023-2024,VL02,T6(6-7)-P.cs2:B205,GV0401,TS. Huỳnh Bảo Huy,VL,2023-01-15,2024-05-30
1196,C23205301,Cơ sở ngành chuyên sâu VL,4,2,2023-2024,VL03,T2(6-9)-P.cs2:B201,GV0402,ThS. Phan Khánh Trang,VL,2023-01-15,2024-05-30
1197,C23205302,Phương pháp nghiên cứu chuyên ngành VL,3,2,2023-2024,VL03,T3(6-8)-P.cs2:B202,GV0501,TS. Phan Nhật An,VL,2023-01-15,2024-05-30
1198,C23205303,Thực hành cơ sở chuyên ngành VL,3,2,2023-2024,VL03,T4(6-8)-P.cs2:B203,GV0502,ThS. Vũ Thị Bích,VL,2023-01-15,2024-05-30
1199,C23205304,Ứng dụng chuyên ngành VL,3,2,2023-2024,VL03,T5(6-8)-P.cs2:B204,GV0601,TS. Vũ Minh Dũng,VL,2023-01-15,2024-05-30
1200,C23205305,Seminar học thuật VL,2,2,2023-2024,VL03,T6(6-7)-P.cs2:B205,GV0602,ThS. Võ Thanh Giang,VL,2023-01-15,2024-05-30
1201,C23205306,Dự án học phần VL,2,2,2023-2024,VL03,T7(6-7)-P.cs2:B206,GV0701,TS. Võ Anh Long,VL,2023-01-15,2024-05-30
1202,C23205401,Cơ sở ngành chuyên sâu VL,4,2,2023-2024,VL04,T2(6-9)-P.cs2:B201,GV0702,ThS. Đặng Phương Hương,VL,2023-01-15,2024-05-30
1203,C23205402,Phương pháp nghiên cứu chuyên ngành VL,3,2,2023-2024,VL04,T3(6-8)-P.cs2:B202,GV0801,TS. Đặng Hữu Quân,VL,2023-01-15,2024-05-30
1204,C23205403,Thực hành cơ sở chuyên ngành VL,3,2,2023-2024,VL04,T4(6-8)-P.cs2:B203,GV0802,ThS. Bùi Bảo Mai,VL,2023-01-15,2024-05-30
1205,C23205404,Ứng dụng chuyên ngành VL,3,2,2023-2024,VL04,T5(6-8)-P.cs2:B204,GV0901,TS. Bùi Tuấn Việt,VL,2023-01-15,2024-05-30
1206,C23205405,Seminar học thuật VL,2,2,2023-2024,VL04,T6(6-7)-P.cs2:B205,GV0902,ThS. Đỗ Mỹ Thảo,VL,2023-01-15,2024-05-30
1207,C23205501,Cơ sở ngành chuyên sâu VL,4,2,2023-2024,VL05,T2(6-9)-P.cs2:B201,GV1001,TS. Đỗ Bảo Đạt,VL,2023-01-15,2024-05-30
1208,C23205502,Phương pháp nghiên cứu chuyên ngành VL,3,2,2023-2024,VL05,T3(6-8)-P.cs2:B202,GV1002,ThS. Hồ Khánh Anh,VL,2023-01-15,2024-05-30
1209,C23205503,Thực hành cơ sở chuyên ngành VL,3,2,2023-2024,VL05,T4(6-8)-P.cs2:B203,GV1101,TS. Hồ Nhật Cường,VL,2023-01-15,2024-05-30
1210,C23205504,Ứng dụng chuyên ngành VL,3,2,2023-2024,VL05,T5(6-8)-P.cs2:B204,GV1102,ThS. Ngô Thị Dung,VL,2023-01-15,2024-05-30
1211,C23205505,Seminar học thuật VL,2,2,2023-2024,VL05,T6(6-7)-P.cs2:B205,GV0101,TS. Lê Anh Hải,VL,2023-01-15,2024-05-30
1212,C23205506,Dự án học phần VL,2,2,2023-2024,VL05,T7(6-7)-P.cs2:B206,GV0102,ThS. Phạm Phương Hà,VL,2023-01-15,2024-05-30
1213,C24100101,Nhập môn chuyên ngành CNSH,4,1,2024-2025,CNSH01,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,CNSH,2024-08-15,2024-12-30
1214,C24100102,Tư duy thuật toán CNSH,3,1,2024-2025,CNSH01,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,CNSH,2024-08-15,2024-12-30
1215,C24100103,Công cụ học tập số CNSH,3,1,2024-2025,CNSH01,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,CNSH,2024-08-15,2024-12-30
1216,C24100104,Kỹ năng học thuật CNSH,3,1,2024-2025,CNSH01,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,CNSH,2024-08-15,2024-12-30
1217,C24100105,Thực hành nền tảng CNSH,2,1,2024-2025,CNSH01,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,CNSH,2024-08-15,2024-12-30
1218,C24100106,Seminar định hướng CNSH,2,1,2024-2025,CNSH01,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,CNSH,2024-08-15,2024-12-30
1219,C24100201,Nhập môn chuyên ngành CNSH,4,1,2024-2025,CNSH02,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,CNSH,2024-08-15,2024-12-30
1220,C24100202,Tư duy thuật toán CNSH,3,1,2024-2025,CNSH02,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,CNSH,2024-08-15,2024-12-30
1221,C24100203,Công cụ học tập số CNSH,3,1,2024-2025,CNSH02,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,CNSH,2024-08-15,2024-12-30
1222,C24100204,Kỹ năng học thuật CNSH,3,1,2024-2025,CNSH02,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,CNSH,2024-08-15,2024-12-30
1223,C24100205,Thực hành nền tảng CNSH,2,1,2024-2025,CNSH02,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,CNSH,2024-08-15,2024-12-30
1224,C24100301,Nhập môn chuyên ngành CNSH,4,1,2024-2025,CNSH03,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,CNSH,2024-08-15,2024-12-30
1225,C24100302,Tư duy thuật toán CNSH,3,1,2024-2025,CNSH03,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,CNSH,2024-08-15,2024-12-30
1226,C24100303,Công cụ học tập số CNSH,3,1,2024-2025,CNSH03,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,CNSH,2024-08-15,2024-12-30
1227,C24100304,Kỹ năng học thuật CNSH,3,1,2024-2025,CNSH03,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,CNSH,2024-08-15,2024-12-30
1228,C24100305,Thực hành nền tảng CNSH,2,1,2024-2025,CNSH03,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,CNSH,2024-08-15,2024-12-30
1229,C24100306,Seminar định hướng CNSH,2,1,2024-2025,CNSH03,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,CNSH,2024-08-15,2024-12-30
1230,C24100401,Nhập môn chuyên ngành CNSH,4,1,2024-2025,CNSH04,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,CNSH,2024-08-15,2024-12-30
1231,C24100402,Tư duy thuật toán CNSH,3,1,2024-2025,CNSH04,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,CNSH,2024-08-15,2024-12-30
1232,C24100403,Công cụ học tập số CNSH,3,1,2024-2025,CNSH04,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,CNSH,2024-08-15,2024-12-30
1233,C24100404,Kỹ năng học thuật CNSH,3,1,2024-2025,CNSH04,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,CNSH,2024-08-15,2024-12-30
1234,C24100405,Thực hành nền tảng CNSH,2,1,2024-2025,CNSH04,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,CNSH,2024-08-15,2024-12-30
1235,C24100501,Nhập môn chuyên ngành CNSH,4,1,2024-2025,CNSH05,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,CNSH,2024-08-15,2024-12-30
1236,C24100502,Tư duy thuật toán CNSH,3,1,2024-2025,CNSH05,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,CNSH,2024-08-15,2024-12-30
1237,C24100503,Công cụ học tập số CNSH,3,1,2024-2025,CNSH05,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,CNSH,2024-08-15,2024-12-30
1238,C24100504,Kỹ năng học thuật CNSH,3,1,2024-2025,CNSH05,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,CNSH,2024-08-15,2024-12-30
1239,C24100505,Thực hành nền tảng CNSH,2,1,2024-2025,CNSH05,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,CNSH,2024-08-15,2024-12-30
1240,C24100506,Seminar định hướng CNSH,2,1,2024-2025,CNSH05,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,CNSH,2024-08-15,2024-12-30
1241,C24100601,Nhập môn chuyên ngành CNTT,4,1,2024-2025,CNTT01,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,CNTT,2024-08-15,2024-12-30
1242,C24100602,Tư duy thuật toán CNTT,3,1,2024-2025,CNTT01,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,CNTT,2024-08-15,2024-12-30
1243,C24100603,Công cụ học tập số CNTT,3,1,2024-2025,CNTT01,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,CNTT,2024-08-15,2024-12-30
1244,C24100604,Kỹ năng học thuật CNTT,3,1,2024-2025,CNTT01,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,CNTT,2024-08-15,2024-12-30
1245,C24100605,Thực hành nền tảng CNTT,2,1,2024-2025,CNTT01,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,CNTT,2024-08-15,2024-12-30
1246,C24100701,Nhập môn chuyên ngành CNTT,4,1,2024-2025,CNTT02,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,CNTT,2024-08-15,2024-12-30
1247,C24100702,Tư duy thuật toán CNTT,3,1,2024-2025,CNTT02,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,CNTT,2024-08-15,2024-12-30
1248,C24100703,Công cụ học tập số CNTT,3,1,2024-2025,CNTT02,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,CNTT,2024-08-15,2024-12-30
1249,C24100704,Kỹ năng học thuật CNTT,3,1,2024-2025,CNTT02,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,CNTT,2024-08-15,2024-12-30
1250,C24100705,Thực hành nền tảng CNTT,2,1,2024-2025,CNTT02,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,CNTT,2024-08-15,2024-12-30
1251,C24100706,Seminar định hướng CNTT,2,1,2024-2025,CNTT02,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,CNTT,2024-08-15,2024-12-30
1252,C24100801,Nhập môn chuyên ngành CNTT,4,1,2024-2025,CNTT03,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,CNTT,2024-08-15,2024-12-30
1253,C24100802,Tư duy thuật toán CNTT,3,1,2024-2025,CNTT03,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,CNTT,2024-08-15,2024-12-30
1254,C24100803,Công cụ học tập số CNTT,3,1,2024-2025,CNTT03,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,CNTT,2024-08-15,2024-12-30
1255,C24100804,Kỹ năng học thuật CNTT,3,1,2024-2025,CNTT03,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,CNTT,2024-08-15,2024-12-30
1256,C24100805,Thực hành nền tảng CNTT,2,1,2024-2025,CNTT03,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,CNTT,2024-08-15,2024-12-30
1257,C24100901,Nhập môn chuyên ngành CNTT,4,1,2024-2025,CNTT04,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,CNTT,2024-08-15,2024-12-30
1258,C24100902,Tư duy thuật toán CNTT,3,1,2024-2025,CNTT04,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,CNTT,2024-08-15,2024-12-30
1259,C24100903,Công cụ học tập số CNTT,3,1,2024-2025,CNTT04,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,CNTT,2024-08-15,2024-12-30
1260,C24100904,Kỹ năng học thuật CNTT,3,1,2024-2025,CNTT04,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,CNTT,2024-08-15,2024-12-30
1261,C24100905,Thực hành nền tảng CNTT,2,1,2024-2025,CNTT04,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,CNTT,2024-08-15,2024-12-30
1262,C24100906,Seminar định hướng CNTT,2,1,2024-2025,CNTT04,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,CNTT,2024-08-15,2024-12-30
1263,C24101001,Nhập môn chuyên ngành CNTT,4,1,2024-2025,CNTT05,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,CNTT,2024-08-15,2024-12-30
1264,C24101002,Tư duy thuật toán CNTT,3,1,2024-2025,CNTT05,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,CNTT,2024-08-15,2024-12-30
1265,C24101003,Công cụ học tập số CNTT,3,1,2024-2025,CNTT05,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,CNTT,2024-08-15,2024-12-30
1266,C24101004,Kỹ năng học thuật CNTT,3,1,2024-2025,CNTT05,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,CNTT,2024-08-15,2024-12-30
1267,C24101005,Thực hành nền tảng CNTT,2,1,2024-2025,CNTT05,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,CNTT,2024-08-15,2024-12-30
1268,C24101101,Nhập môn chuyên ngành DC,4,1,2024-2025,DC01,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,DC,2024-08-15,2024-12-30
1269,C24101102,Tư duy thuật toán DC,3,1,2024-2025,DC01,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,DC,2024-08-15,2024-12-30
1270,C24101103,Công cụ học tập số DC,3,1,2024-2025,DC01,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,DC,2024-08-15,2024-12-30
1271,C24101104,Kỹ năng học thuật DC,3,1,2024-2025,DC01,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,DC,2024-08-15,2024-12-30
1272,C24101105,Thực hành nền tảng DC,2,1,2024-2025,DC01,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,DC,2024-08-15,2024-12-30
1273,C24101106,Seminar định hướng DC,2,1,2024-2025,DC01,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,DC,2024-08-15,2024-12-30
1274,C24101201,Nhập môn chuyên ngành DC,4,1,2024-2025,DC02,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,DC,2024-08-15,2024-12-30
1275,C24101202,Tư duy thuật toán DC,3,1,2024-2025,DC02,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,DC,2024-08-15,2024-12-30
1276,C24101203,Công cụ học tập số DC,3,1,2024-2025,DC02,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,DC,2024-08-15,2024-12-30
1277,C24101204,Kỹ năng học thuật DC,3,1,2024-2025,DC02,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,DC,2024-08-15,2024-12-30
1278,C24101205,Thực hành nền tảng DC,2,1,2024-2025,DC02,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,DC,2024-08-15,2024-12-30
1279,C24101301,Nhập môn chuyên ngành DC,4,1,2024-2025,DC03,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,DC,2024-08-15,2024-12-30
1280,C24101302,Tư duy thuật toán DC,3,1,2024-2025,DC03,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,DC,2024-08-15,2024-12-30
1281,C24101303,Công cụ học tập số DC,3,1,2024-2025,DC03,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,DC,2024-08-15,2024-12-30
1282,C24101304,Kỹ năng học thuật DC,3,1,2024-2025,DC03,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,DC,2024-08-15,2024-12-30
1283,C24101305,Thực hành nền tảng DC,2,1,2024-2025,DC03,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,DC,2024-08-15,2024-12-30
1284,C24101306,Seminar định hướng DC,2,1,2024-2025,DC03,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,DC,2024-08-15,2024-12-30
1285,C24101401,Nhập môn chuyên ngành DC,4,1,2024-2025,DC04,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,DC,2024-08-15,2024-12-30
1286,C24101402,Tư duy thuật toán DC,3,1,2024-2025,DC04,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,DC,2024-08-15,2024-12-30
1287,C24101403,Công cụ học tập số DC,3,1,2024-2025,DC04,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,DC,2024-08-15,2024-12-30
1288,C24101404,Kỹ năng học thuật DC,3,1,2024-2025,DC04,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,DC,2024-08-15,2024-12-30
1289,C24101405,Thực hành nền tảng DC,2,1,2024-2025,DC04,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,DC,2024-08-15,2024-12-30
1290,C24101501,Nhập môn chuyên ngành DC,4,1,2024-2025,DC05,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,DC,2024-08-15,2024-12-30
1291,C24101502,Tư duy thuật toán DC,3,1,2024-2025,DC05,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,DC,2024-08-15,2024-12-30
1292,C24101503,Công cụ học tập số DC,3,1,2024-2025,DC05,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,DC,2024-08-15,2024-12-30
1293,C24101504,Kỹ năng học thuật DC,3,1,2024-2025,DC05,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,DC,2024-08-15,2024-12-30
1294,C24101505,Thực hành nền tảng DC,2,1,2024-2025,DC05,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,DC,2024-08-15,2024-12-30
1295,C24101506,Seminar định hướng DC,2,1,2024-2025,DC05,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,DC,2024-08-15,2024-12-30
1296,C24101601,Nhập môn chuyên ngành DTVT,4,1,2024-2025,DTVT01,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,DTVT,2024-08-15,2024-12-30
1297,C24101602,Tư duy thuật toán DTVT,3,1,2024-2025,DTVT01,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,DTVT,2024-08-15,2024-12-30
1298,C24101603,Công cụ học tập số DTVT,3,1,2024-2025,DTVT01,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,DTVT,2024-08-15,2024-12-30
1299,C24101604,Kỹ năng học thuật DTVT,3,1,2024-2025,DTVT01,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,DTVT,2024-08-15,2024-12-30
1300,C24101605,Thực hành nền tảng DTVT,2,1,2024-2025,DTVT01,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,DTVT,2024-08-15,2024-12-30
1301,C24101701,Nhập môn chuyên ngành DTVT,4,1,2024-2025,DTVT02,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,DTVT,2024-08-15,2024-12-30
1302,C24101702,Tư duy thuật toán DTVT,3,1,2024-2025,DTVT02,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,DTVT,2024-08-15,2024-12-30
1303,C24101703,Công cụ học tập số DTVT,3,1,2024-2025,DTVT02,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,DTVT,2024-08-15,2024-12-30
1304,C24101704,Kỹ năng học thuật DTVT,3,1,2024-2025,DTVT02,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,DTVT,2024-08-15,2024-12-30
1305,C24101705,Thực hành nền tảng DTVT,2,1,2024-2025,DTVT02,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,DTVT,2024-08-15,2024-12-30
1306,C24101706,Seminar định hướng DTVT,2,1,2024-2025,DTVT02,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,DTVT,2024-08-15,2024-12-30
1307,C24101801,Nhập môn chuyên ngành DTVT,4,1,2024-2025,DTVT03,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,DTVT,2024-08-15,2024-12-30
1308,C24101802,Tư duy thuật toán DTVT,3,1,2024-2025,DTVT03,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,DTVT,2024-08-15,2024-12-30
1309,C24101803,Công cụ học tập số DTVT,3,1,2024-2025,DTVT03,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,DTVT,2024-08-15,2024-12-30
1310,C24101804,Kỹ năng học thuật DTVT,3,1,2024-2025,DTVT03,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,DTVT,2024-08-15,2024-12-30
1311,C24101805,Thực hành nền tảng DTVT,2,1,2024-2025,DTVT03,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,DTVT,2024-08-15,2024-12-30
1312,C24101901,Nhập môn chuyên ngành DTVT,4,1,2024-2025,DTVT04,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,DTVT,2024-08-15,2024-12-30
1313,C24101902,Tư duy thuật toán DTVT,3,1,2024-2025,DTVT04,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,DTVT,2024-08-15,2024-12-30
1314,C24101903,Công cụ học tập số DTVT,3,1,2024-2025,DTVT04,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,DTVT,2024-08-15,2024-12-30
1315,C24101904,Kỹ năng học thuật DTVT,3,1,2024-2025,DTVT04,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,DTVT,2024-08-15,2024-12-30
1316,C24101905,Thực hành nền tảng DTVT,2,1,2024-2025,DTVT04,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,DTVT,2024-08-15,2024-12-30
1317,C24101906,Seminar định hướng DTVT,2,1,2024-2025,DTVT04,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,DTVT,2024-08-15,2024-12-30
1318,C24102001,Nhập môn chuyên ngành DTVT,4,1,2024-2025,DTVT05,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,DTVT,2024-08-15,2024-12-30
1319,C24102002,Tư duy thuật toán DTVT,3,1,2024-2025,DTVT05,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,DTVT,2024-08-15,2024-12-30
1320,C24102003,Công cụ học tập số DTVT,3,1,2024-2025,DTVT05,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,DTVT,2024-08-15,2024-12-30
1321,C24102004,Kỹ năng học thuật DTVT,3,1,2024-2025,DTVT05,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,DTVT,2024-08-15,2024-12-30
1322,C24102005,Thực hành nền tảng DTVT,2,1,2024-2025,DTVT05,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,DTVT,2024-08-15,2024-12-30
1323,C24102101,Nhập môn chuyên ngành HDH,4,1,2024-2025,HDH01,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,HDH,2024-08-15,2024-12-30
1324,C24102102,Tư duy thuật toán HDH,3,1,2024-2025,HDH01,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,HDH,2024-08-15,2024-12-30
1325,C24102103,Công cụ học tập số HDH,3,1,2024-2025,HDH01,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,HDH,2024-08-15,2024-12-30
1326,C24102104,Kỹ năng học thuật HDH,3,1,2024-2025,HDH01,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,HDH,2024-08-15,2024-12-30
1327,C24102105,Thực hành nền tảng HDH,2,1,2024-2025,HDH01,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,HDH,2024-08-15,2024-12-30
1328,C24102106,Seminar định hướng HDH,2,1,2024-2025,HDH01,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,HDH,2024-08-15,2024-12-30
1329,C24102201,Nhập môn chuyên ngành HDH,4,1,2024-2025,HDH02,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,HDH,2024-08-15,2024-12-30
1330,C24102202,Tư duy thuật toán HDH,3,1,2024-2025,HDH02,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,HDH,2024-08-15,2024-12-30
1331,C24102203,Công cụ học tập số HDH,3,1,2024-2025,HDH02,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,HDH,2024-08-15,2024-12-30
1332,C24102204,Kỹ năng học thuật HDH,3,1,2024-2025,HDH02,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,HDH,2024-08-15,2024-12-30
1333,C24102205,Thực hành nền tảng HDH,2,1,2024-2025,HDH02,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,HDH,2024-08-15,2024-12-30
1334,C24102301,Nhập môn chuyên ngành HDH,4,1,2024-2025,HDH03,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,HDH,2024-08-15,2024-12-30
